2;2;1;22;2100769699
-1;2;1;9;270204083
-1;2;1;35;3960415963
-1;2;1;7;138015648
2;2;1;15;833040962
-1;2;1;5;71264677
2;2;1;25;1774165067
-1;2;1;5;70561829
-1;2;1;7;140215801
2;2;1;13;643571314
-1;2;1;5;65593871
1;2;1;18;1097194495
-1;2;1;5;63508689
-1;2;1;5;78677120
1;2;1;22;2077895940
-1;2;1;7;152660969
1;2;1;19;1398445852
-1;2;1;8;306323746
2;2;1;25;3047388055
1;2;1;18;1418685897
2;2;1;25;2465935212
-1;2;1;7;118140561
1;2;1;17;745628475
-1;2;1;30;2663801664
-1;2;1;11;298963490
1;2;1;24;1576333967
2;2;1;20;2331345751
-1;2;1;7;121755658
-1;2;1;7;156819153
2;2;1;21;1553407002
-1;2;1;15;543996882
2;2;1;18;1241206409
-1;2;1;5;59512511
-1;2;1;5;69207963
2;2;1;17;994074612
1;2;1;24;2381571008
-1;2;1;5;57244383
-1;2;1;38;3439160389
2;2;1;30;1958949478
2;2;1;30;2173097162
-1;2;1;5;63992564
1;2;1;17;1396331424
2;2;1;29;3707884184
-1;2;1;7;121694010
1;2;1;16;1047173858
-1;2;1;5;65575138
-1;2;1;7;111016960
1;2;1;15;1281061089
-1;2;1;25;2282340673
1;2;1;15;863911617
-1;2;1;5;61028167
1;2;1;16;1163663970
2;2;1;21;1702038440
-1;2;1;5;61850703
-1;2;1;32;1834423577
2;2;1;15;739125871
-1;2;1;5;64009427
-1;2;1;29;1559206268
1;2;1;19;1561311788
1;2;1;15;1108235185
2;2;1;14;806675185
2;2;1;21;1405270218
2;2;1;18;1545702747
1;2;1;15;412090927
-1;2;1;13;389578724
2;2;1;20;1922628360
-1;2;1;5;63609126
1;2;1;14;999465898
-1;2;1;23;2257816005
-1;2;1;7;106501674
-1;2;1;5;67030445
-1;2;1;5;68628240
-1;2;1;11;259864177
2;2;1;21;1875850238
-1;2;1;29;2001166186
1;2;1;19;1794737941
1;2;1;17;1662662830
-1;2;1;8;181282165
-1;2;1;7;118300831
2;2;1;32;1463376817
1;2;1;20;1222955271
2;2;1;16;931877180
-1;2;1;8;154210678
1;2;1;14;1091977964
1;2;1;24;2898001907
-1;2;1;7;120176196
1;2;1;17;1304945682
1;2;1;18;922262183
-1;2;1;5;61976540
-1;2;1;7;158996520
-1;2;1;7;159093560
-1;2;1;7;102554976
-1;2;1;5;56064131
-1;2;1;13;487460039
-1;2;1;5;66337019
-1;2;1;5;85675404
-1;2;1;5;67383528
-1;2;1;5;64707640
1;2;1;15;799578837
1;2;1;18;918019446
