1;1;2;21;2272456332
-1;1;2;5;72188671
-1;1;2;7;155184749
2;1;2;14;906044152
-1;1;2;7;117920052
-1;1;2;5;62013756
2;1;2;15;680906187
-1;1;2;10;182441544
-1;1;2;5;62113899
-1;1;2;5;60813249
-1;1;2;5;70653251
-1;1;2;5;60609782
-1;1;2;7;110150180
-1;1;2;5;67180016
-1;1;2;5;65371563
-1;1;2;5;58917843
-1;1;2;5;63362259
1;1;2;14;734311200
1;1;2;21;1257064619
-1;1;2;5;66304041
-1;1;2;5;68989431
2;1;2;15;1419319676
-1;1;2;5;63582488
-1;1;2;5;73787430
1;1;2;22;1351417981
-1;1;2;5;68030568
1;1;2;26;1015383969
-1;1;2;5;65444384
-1;1;2;9;147557384
-1;1;2;12;274066260
1;1;2;24;1806960442
-1;1;2;5;62292614
-1;1;2;10;227286861
-1;1;2;13;364515298
-1;1;2;32;1843570718
1;1;2;19;1030912542
-1;1;2;5;63249193
-1;1;2;8;200661173
-1;1;2;5;56249848
-1;1;2;7;109731740
2;1;2;15;675346265
-1;1;2;5;56557364
-1;1;2;9;143801432
-1;1;2;13;360420851
-1;1;2;6;98958559
1;1;2;27;2124880443
2;1;2;15;787151155
-1;1;2;5;56124871
2;1;2;15;855743770
2;1;2;14;1110121590
-1;1;2;7;108800148
-1;1;2;25;1191588075
-1;1;2;5;62878023
-1;1;2;28;2868549796
-1;1;2;5;76861094
1;1;2;15;719947919
2;1;2;17;1178923444
-1;1;2;7;108018668
-1;1;2;5;63339018
2;1;2;15;577036537
-1;1;2;5;64250910
-1;1;2;7;116619443
-1;1;2;5;59257684
-1;1;2;5;60771473
1;1;2;32;2878074262
-1;1;2;13;296660369
-1;1;2;7;150382395
-1;1;2;12;247525360
2;1;2;17;729707365
-1;1;2;5;63759609
-1;1;2;5;58870023
1;1;2;29;2363210904
-1;1;2;5;55852966
-1;1;2;5;56911485
2;1;2;14;524394603
1;1;2;25;1454888819
2;1;2;24;1469461744
2;1;2;17;1002310719
1;1;2;25;2510667857
-1;1;2;9;190167931
1;1;2;22;1554511137
-1;1;2;24;2471217764
-1;1;2;5;62086121
-1;1;2;8;139848722
2;1;2;16;1013261083
2;1;2;16;895000353
-1;1;2;5;58633637
-1;1;2;8;135937282
2;1;2;16;985010543
-1;1;2;6;82226803
-1;1;2;5;54801767
1;1;2;28;2277104021
-1;1;2;9;154723735
-1;1;2;8;125084364
1;1;2;14;741614905
-1;1;2;5;57277996
-1;1;2;5;60838665
1;1;2;29;2595391246
-1;1;2;9;171579082
1;1;2;27;2821711520
2;1;2;16;1235523892
-1;1;2;5;67463278
-1;1;2;5;66150193
-1;1;2;5;56948794
-1;1;2;7;133424724
-1;1;2;19;1349380015
-1;1;2;5;65510021
1;1;2;13;602298718
-1;1;2;5;57668577
2;1;2;14;491760189
2;1;2;23;1042822314
-1;1;2;5;68598279
2;1;2;17;592157675
-1;1;2;7;130640506
1;1;2;15;971734379
2;1;2;14;698730106
2;1;2;15;636438320
1;1;2;21;1532276069
-1;1;2;5;66624115
-1;1;2;5;59537892
-1;1;2;5;65331396
-1;1;2;37;4059428853
2;1;2;16;1092304511
2;1;2;15;524999452
1;1;2;34;4236075959
-1;1;2;7;100598144
1;1;2;16;678826549
-1;1;2;5;65179564
1;1;2;16;750742251
-1;1;2;7;123751312
-1;1;2;5;57590546
1;1;2;45;4285378679
1;1;2;17;652947193
-1;1;2;7;116515770
-1;1;2;32;2657816963
-1;1;2;7;96573817
-1;1;2;5;56443989
-1;1;2;5;65593218
-1;1;2;5;58753390
-1;1;2;5;76202388
-1;1;2;5;69163633
-1;1;2;5;57303177
-1;1;2;7;134218366
-1;1;2;5;73617157
2;1;2;24;1776157697
-1;1;2;7;95380086
-1;1;2;7;115488916
-1;1;2;7;120575471
-1;1;2;5;58825787
-1;1;2;5;65807213
-1;1;2;53;4067280652
-1;1;2;11;228660647
-1;1;2;32;3009147627
-1;1;2;5;62212080
2;1;2;15;849087529
-1;1;2;5;55288727
1;1;2;28;3578981311
-1;1;2;5;65903783
-1;1;2;5;61636566
-1;1;2;9;181592098
2;1;2;21;1024338795
-1;1;2;5;57668403
1;1;2;26;3024018292
-1;1;2;7;129747219
2;1;2;16;1050923786
-1;1;2;7;98248885
-1;1;2;5;54168208
2;1;2;15;579908729
1;1;2;24;2098920538
2;1;2;16;880664061
2;1;2;27;1417211063
2;1;2;23;1330827160
-1;1;2;28;1944150785
-1;1;2;5;72850493
2;1;2;15;477739426
1;1;2;18;1590050242
-1;1;2;10;196895147
-1;1;2;9;184084891
-1;1;2;5;54031733
-1;1;2;5;56131842
-1;1;2;5;55264641
2;1;2;14;1035553157
1;1;2;14;516437381
-1;1;2;8;128811943
2;1;2;16;636189111
1;1;2;16;848881139
1;1;2;14;628908480
2;1;2;15;460720874
-1;1;2;5;64264801
-1;1;2;5;64575717
2;1;2;22;1088919140
-1;1;2;10;274839306
-1;1;2;27;2291718409
-1;1;2;5;71249441
-1;1;2;5;69460704
2;1;2;14;647992062
-1;1;2;5;70039831
1;1;2;20;1255727315
-1;1;2;5;62764728
2;1;2;25;2681505191
-1;1;2;5;60794754
2;1;2;16;650031267
-1;1;2;7;105101712
-1;1;2;5;69197131
-1;1;2;5;57131949
-1;1;2;39;2906050262
-1;1;2;7;98361902
-1;1;2;7;89712760
-1;1;2;7;129818257
2;1;2;16;1244540726
2;1;2;13;554011384
-1;1;2;5;62881223
-1;1;2;8;128356037
