-1;0;0;49;3152893364
-1;0;0;134;1467790112
2;0;0;67;530849209
-1;0;0;132;655336634
-1;0;0;61;392913076
-1;0;0;111;863077657
-1;0;0;234;1408995459
1;0;0;109;1061291366
-1;0;0;143;1197966661
-1;0;0;226;1777158383
1;0;0;56;700263367
2;0;0;80;974527266
2;0;0;119;656288341
2;0;0;47;228127530
1;0;0;93;462475399
2;0;0;37;369218953
-1;0;0;331;1160699029
-1;0;0;145;579596212
-1;0;0;317;1446186931
-1;0;0;313;1595747717
-1;0;0;607;2443036119
-1;0;0;111;376636127
-1;0;0;500;1591529357
-1;0;0;101;392520744
2;0;0;158;620270024
-1;0;0;82;329100678
-1;0;0;862;2952995127
-1;0;0;159;1017428982
-1;0;0;303;1212811889
2;0;0;195;706499707
1;0;0;133;606866758
-1;0;0;105;428880192
-1;0;0;105;443259486
-1;0;0;51;239240170
1;0;0;20;95686596
-1;0;0;44;434959087
-1;0;0;70;406650431
-1;0;0;163;654573732
-1;0;0;160;622103676
-1;0;0;159;530523439
-1;0;0;106;628766908
-1;0;0;193;762816850
-1;0;0;116;401869494
-1;0;0;220;619548724
-1;0;0;223;707962149
-1;0;0;417;1297311602
-1;0;0;350;1357533497
-1;0;0;394;1665641570
-1;0;0;116;1189553619
1;0;0;52;231990682
-1;0;0;262;1154915822
-1;0;0;707;2732846066
-1;0;0;27;122638411
-1;0;0;393;1457039082
-1;0;0;96;592365860
2;0;0;80;392341539
-1;0;0;194;948795965
-1;0;0;181;913931602
-1;0;0;98;317656509
-1;0;0;558;2266544636
-1;0;0;133;410751030
-1;0;0;85;376411480
-1;0;0;207;793670858
-1;0;0;408;1425007440
-1;0;0;170;524225017
-1;0;0;666;2847699934
-1;0;0;228;935318457
-1;0;0;274;1014987952
-1;0;0;479;1991017981
-1;0;0;215;1126363320
-1;0;0;144;830286953
-1;0;0;423;1446018606
2;0;0;33;170133540
1;0;0;20;109962207
-1;0;0;192;821314534
-1;0;0;771;3787863331
-1;0;0;601;4404927502
-1;0;0;214;2012152670
-1;0;0;564;11643023959
-1;0;0;1157;9223070745
-1;0;0;169;1450091682
2;0;0;273;3067493144
-1;0;0;232;1600631059
-1;0;0;90;760611985
2;0;0;366;3600823064
-1;0;0;205;1517360820
-1;0;0;167;1113511749
-1;0;0;193;1348799165
1;0;0;106;1096041806
-1;0;0;69;609616277
-1;0;0;159;957921348
2;0;0;12;75137523
1;0;0;77;683901937
2;0;0;182;1938259982
-1;0;0;299;2648887808
1;0;0;72;642465223
-1;0;0;526;3887955173
-1;0;0;97;776315478
1;0;0;52;579689015
-1;0;0;138;1702120701
-1;0;0;126;847246161
-1;0;0;348;3948042023
-1;0;0;342;1983724331
